term,draw_time,draw_result,front_numbers,back_numbers
17138,2017-11-24 21:15:00,"02,03,04,06,08,09,18|12","['02', '03', '04', '06', '08', '09', '18']",['12']
17137,2017-11-22 21:15:00,"01,13,15,16,24,25,29|19","['01', '13', '15', '16', '24', '25', '29']",['19']
17136,2017-11-20 21:15:00,"07,09,11,18,19,21,27|25","['07', '09', '11', '18', '19', '21', '27']",['25']
17135,2017-11-17 21:15:00,"06,08,19,20,21,25,27|23","['06', '08', '19', '20', '21', '25', '27']",['23']
17134,2017-11-15 21:15:00,"01,02,04,07,10,16,27|06","['01', '02', '04', '07', '10', '16', '27']",['06']
17133,2017-11-13 21:15:00,"01,07,11,12,26,27,29|09","['01', '07', '11', '12', '26', '27', '29']",['09']
17132,2017-11-10 21:15:00,"02,08,16,17,20,23,25|11","['02', '08', '16', '17', '20', '23', '25']",['11']
17131,2017-11-08 21:15:00,"05,06,07,09,12,17,19|14","['05', '06', '07', '09', '12', '17', '19']",['14']
17130,2017-11-06 21:15:00,"03,09,19,22,23,27,30|12","['03', '09', '19', '22', '23', '27', '30']",['12']
17129,2017-11-03 21:15:00,"01,05,08,15,22,23,30|24","['01', '05', '08', '15', '22', '23', '30']",['24']
17128,2017-11-01 21:15:00,"06,12,13,18,23,26,29|08","['06', '12', '13', '18', '23', '26', '29']",['08']
17127,2017-10-30 21:15:00,"03,06,07,08,11,18,27|12","['03', '06', '07', '08', '11', '18', '27']",['12']
17126,2017-10-27 21:15:00,"02,06,12,13,15,24,29|10","['02', '06', '12', '13', '15', '24', '29']",['10']
17125,2017-10-25 21:15:00,"02,03,04,05,12,18,30|23","['02', '03', '04', '05', '12', '18', '30']",['23']
17124,2017-10-23 21:15:00,"07,13,16,18,21,29,30|09","['07', '13', '16', '18', '21', '29', '30']",['09']
17123,2017-10-20 21:15:00,"05,11,14,21,22,25,30|29","['05', '11', '14', '21', '22', '25', '30']",['29']
17122,2017-10-18 21:15:00,"01,04,08,09,11,12,21|02","['01', '04', '08', '09', '11', '12', '21']",['02']
17121,2017-10-16 21:15:00,"02,07,09,11,19,21,23|03","['02', '07', '09', '11', '19', '21', '23']",['03']
17120,2017-10-13 21:15:00,"02,03,18,19,22,23,30|08","['02', '03', '18', '19', '22', '23', '30']",['08']
17119,2017-10-11 21:15:00,"07,09,12,19,26,27,29|25","['07', '09', '12', '19', '26', '27', '29']",['25']
17118,2017-10-09 21:15:00,"02,03,07,11,17,26,28|25","['02', '03', '07', '11', '17', '26', '28']",['25']
17117,2017-10-06 21:15:00,"01,03,11,15,22,26,29|16","['01', '03', '11', '15', '22', '26', '29']",['16']
17116,2017-10-04 21:15:00,"02,04,05,11,18,21,29|22","['02', '04', '05', '11', '18', '21', '29']",['22']
17115,2017-10-02 21:15:00,"01,05,06,14,19,26,30|23","['01', '05', '06', '14', '19', '26', '30']",['23']
17114,2017-09-29 21:15:00,"02,04,14,19,20,27,29|10","['02', '04', '14', '19', '20', '27', '29']",['10']
17113,2017-09-27 21:15:00,"01,02,08,09,10,23,25|18","['01', '02', '08', '09', '10', '23', '25']",['18']
17112,2017-09-25 21:15:00,"01,02,07,09,13,15,30|11","['01', '02', '07', '09', '13', '15', '30']",['11']
17111,2017-09-22 21:15:00,"02,03,13,19,20,22,23|09","['02', '03', '13', '19', '20', '22', '23']",['09']
17110,2017-09-20 21:15:00,"03,06,08,12,19,21,25|09","['03', '06', '08', '12', '19', '21', '25']",['09']
17109,2017-09-18 21:15:00,"01,03,06,10,15,21,23|16","['01', '03', '06', '10', '15', '21', '23']",['16']
17108,2017-09-15 21:15:00,"04,05,07,09,11,14,20|17","['04', '05', '07', '09', '11', '14', '20']",['17']
17107,2017-09-13 21:15:00,"05,08,12,13,19,21,29|04","['05', '08', '12', '13', '19', '21', '29']",['04']
17106,2017-09-11 21:15:00,"01,03,11,17,23,25,28|04","['01', '03', '11', '17', '23', '25', '28']",['04']
17105,2017-09-08 21:15:00,"06,09,11,17,19,21,28|10","['06', '09', '11', '17', '19', '21', '28']",['10']
17104,2017-09-06 21:15:00,"01,03,17,26,27,28,29|11","['01', '03', '17', '26', '27', '28', '29']",['11']
17103,2017-09-04 21:15:00,"04,09,14,17,22,25,29|11","['04', '09', '14', '17', '22', '25', '29']",['11']
17102,2017-09-01 21:15:00,"12,17,18,23,24,25,29|03","['12', '17', '18', '23', '24', '25', '29']",['03']
17101,2017-08-30 21:15:00,"03,13,14,19,21,22,29|01","['03', '13', '14', '19', '21', '22', '29']",['01']
17100,2017-08-28 21:15:00,"05,08,12,21,23,27,30|22","['05', '08', '12', '21', '23', '27', '30']",['22']
17099,2017-08-25 21:15:00,"05,13,19,21,23,26,30|24","['05', '13', '19', '21', '23', '26', '30']",['24']
17098,2017-08-23 21:15:00,"02,05,07,15,17,26,27|04","['02', '05', '07', '15', '17', '26', '27']",['04']
17097,2017-08-21 21:15:00,"01,02,06,08,13,18,19|30","['01', '02', '06', '08', '13', '18', '19']",['30']
17096,2017-08-18 21:15:00,"07,08,10,13,18,20,26|16","['07', '08', '10', '13', '18', '20', '26']",['16']
17095,2017-08-16 21:15:00,"01,04,08,09,13,23,27|24","['01', '04', '08', '09', '13', '23', '27']",['24']
17094,2017-08-14 21:15:00,"02,04,15,18,19,24,27|09","['02', '04', '15', '18', '19', '24', '27']",['09']
17093,2017-08-11 21:15:00,"04,07,09,12,24,26,30|03","['04', '07', '09', '12', '24', '26', '30']",['03']
17092,2017-08-09 21:15:00,"04,05,09,11,20,21,29|24","['04', '05', '09', '11', '20', '21', '29']",['24']
17091,2017-08-07 21:15:00,"13,18,25,26,28,29,30|04","['13', '18', '25', '26', '28', '29', '30']",['04']
17090,2017-08-04 21:15:00,"02,07,19,22,23,25,28|16","['02', '07', '19', '22', '23', '25', '28']",['16']
17089,2017-08-02 21:15:00,"01,05,10,20,21,27,28|22","['01', '05', '10', '20', '21', '27', '28']",['22']
17088,2017-07-31 21:15:00,"04,05,08,16,18,19,27|11","['04', '05', '08', '16', '18', '19', '27']",['11']
17087,2017-07-28 21:15:00,"02,05,12,15,17,23,29|19","['02', '05', '12', '15', '17', '23', '29']",['19']
17086,2017-07-26 21:15:00,"01,03,04,06,19,20,25|13","['01', '03', '04', '06', '19', '20', '25']",['13']
17085,2017-07-24 21:15:00,"02,08,11,12,21,24,25|20","['02', '08', '11', '12', '21', '24', '25']",['20']
17084,2017-07-21 21:15:00,"07,09,12,19,20,25,27|15","['07', '09', '12', '19', '20', '25', '27']",['15']
17083,2017-07-19 21:15:00,"01,05,08,12,20,24,27|21","['01', '05', '08', '12', '20', '24', '27']",['21']
17082,2017-07-17 21:15:00,"01,10,11,19,20,22,23|26","['01', '10', '11', '19', '20', '22', '23']",['26']
17081,2017-07-14 21:15:00,"04,13,14,21,23,25,28|11","['04', '13', '14', '21', '23', '25', '28']",['11']
17080,2017-07-12 21:15:00,"02,04,09,14,16,21,27|18","['02', '04', '09', '14', '16', '21', '27']",['18']
17079,2017-07-10 21:15:00,"01,08,09,12,19,23,29|25","['01', '08', '09', '12', '19', '23', '29']",['25']
17078,2017-07-07 21:15:00,"01,09,11,12,19,24,29|13","['01', '09', '11', '12', '19', '24', '29']",['13']
17077,2017-07-05 21:15:00,"05,10,17,20,25,26,27|15","['05', '10', '17', '20', '25', '26', '27']",['15']
17076,2017-07-03 21:15:00,"07,11,19,20,26,27,29|08","['07', '11', '19', '20', '26', '27', '29']",['08']
17075,2017-06-30 21:15:00,"02,11,19,20,25,26,27|03","['02', '11', '19', '20', '25', '26', '27']",['03']
17074,2017-06-28 21:15:00,"03,05,07,13,16,18,21|15","['03', '05', '07', '13', '16', '18', '21']",['15']
17073,2017-06-26 21:15:00,"01,04,05,14,17,25,27|03","['01', '04', '05', '14', '17', '25', '27']",['03']
17072,2017-06-23 21:15:00,"06,10,15,17,18,21,25|08","['06', '10', '15', '17', '18', '21', '25']",['08']
17071,2017-06-21 21:15:00,"06,08,10,19,23,26,29|18","['06', '08', '10', '19', '23', '26', '29']",['18']
17070,2017-06-19 21:15:00,"07,08,18,19,24,27,28|10","['07', '08', '18', '19', '24', '27', '28']",['10']
17069,2017-06-16 21:15:00,"04,08,12,16,25,28,30|07","['04', '08', '12', '16', '25', '28', '30']",['07']
17068,2017-06-14 21:15:00,"15,21,24,25,26,27,29|01","['15', '21', '24', '25', '26', '27', '29']",['01']
17067,2017-06-12 21:15:00,"01,11,12,21,27,28,30|26","['01', '11', '12', '21', '27', '28', '30']",['26']
17066,2017-06-09 21:15:00,"12,14,20,21,27,29,30|09","['12', '14', '20', '21', '27', '29', '30']",['09']
17065,2017-06-07 21:15:00,"01,10,13,14,18,21,23|06","['01', '10', '13', '14', '18', '21', '23']",['06']
17064,2017-06-05 21:15:00,"02,06,12,16,26,28,30|17","['02', '06', '12', '16', '26', '28', '30']",['17']
17063,2017-06-02 21:15:00,"02,13,15,16,20,22,23|12","['02', '13', '15', '16', '20', '22', '23']",['12']
17062,2017-05-31 21:15:00,"07,12,19,22,23,28,29|14","['07', '12', '19', '22', '23', '28', '29']",['14']
17061,2017-05-29 21:15:00,"11,12,15,17,23,28,30|08","['11', '12', '15', '17', '23', '28', '30']",['08']
17060,2017-05-26 21:15:00,"03,06,07,09,17,22,29|13","['03', '06', '07', '09', '17', '22', '29']",['13']
17059,2017-05-24 21:15:00,"08,09,14,17,19,25,26|01","['08', '09', '14', '17', '19', '25', '26']",['01']
17058,2017-05-22 21:15:00,"05,09,12,21,23,24,28|06","['05', '09', '12', '21', '23', '24', '28']",['06']
17057,2017-05-19 21:15:00,"01,19,22,24,25,26,30|20","['01', '19', '22', '24', '25', '26', '30']",['20']
17056,2017-05-17 21:15:00,"02,04,15,17,25,27,28|16","['02', '04', '15', '17', '25', '27', '28']",['16']
17055,2017-05-15 21:15:00,"01,04,08,11,12,18,29|09","['01', '04', '08', '11', '12', '18', '29']",['09']
17054,2017-05-12 21:15:00,"01,03,06,10,15,18,25|26","['01', '03', '06', '10', '15', '18', '25']",['26']
17053,2017-05-10 21:15:00,"04,11,20,21,22,23,24|06","['04', '11', '20', '21', '22', '23', '24']",['06']
17052,2017-05-08 21:15:00,"05,06,10,14,20,26,29|18","['05', '06', '10', '14', '20', '26', '29']",['18']
17051,2017-05-05 21:15:00,"12,13,14,17,22,23,28|21","['12', '13', '14', '17', '22', '23', '28']",['21']
17050,2017-05-03 21:15:00,"01,02,03,11,23,27,30|17","['01', '02', '03', '11', '23', '27', '30']",['17']
17049,2017-05-01 21:15:00,"08,13,22,23,25,26,29|04","['08', '13', '22', '23', '25', '26', '29']",['04']
17048,2017-04-28 21:15:00,"02,04,08,11,18,22,25|07","['02', '04', '08', '11', '18', '22', '25']",['07']
17047,2017-04-26 21:15:00,"03,04,07,10,12,18,21|11","['03', '04', '07', '10', '12', '18', '21']",['11']
17046,2017-04-24 21:15:00,"02,05,09,11,12,17,29|19","['02', '05', '09', '11', '12', '17', '29']",['19']
17045,2017-04-21 21:15:00,"02,08,11,12,19,23,29|05","['02', '08', '11', '12', '19', '23', '29']",['05']
17044,2017-04-19 21:15:00,"01,03,05,06,11,12,13|04","['01', '03', '05', '06', '11', '12', '13']",['04']
17043,2017-04-17 21:15:00,"03,05,14,20,22,27,28|08","['03', '05', '14', '20', '22', '27', '28']",['08']
17042,2017-04-14 21:15:00,"01,07,08,11,17,19,28|12","['01', '07', '08', '11', '17', '19', '28']",['12']
17041,2017-04-12 21:15:00,"03,05,07,13,17,24,29|09","['03', '05', '07', '13', '17', '24', '29']",['09']
17040,2017-04-10 21:15:00,"02,10,16,22,24,25,28|20","['02', '10', '16', '22', '24', '25', '28']",['20']
17039,2017-04-07 21:15:00,"07,09,11,12,13,23,26|27","['07', '09', '11', '12', '13', '23', '26']",['27']
17038,2017-04-05 21:15:00,"01,09,13,14,16,21,23|19","['01', '09', '13', '14', '16', '21', '23']",['19']
17037,2017-04-03 21:15:00,"05,07,08,09,19,22,24|01","['05', '07', '08', '09', '19', '22', '24']",['01']
17036,2017-03-31 21:15:00,"05,06,07,10,19,26,29|21","['05', '06', '07', '10', '19', '26', '29']",['21']
17035,2017-03-29 21:15:00,"03,06,09,18,23,29,30|08","['03', '06', '09', '18', '23', '29', '30']",['08']
17034,2017-03-27 21:15:00,"07,12,14,24,27,28,30|03","['07', '12', '14', '24', '27', '28', '30']",['03']
17033,2017-03-24 21:15:00,"05,06,15,16,19,22,30|29","['05', '06', '15', '16', '19', '22', '30']",['29']
17032,2017-03-22 21:15:00,"07,14,19,25,27,29,30|15","['07', '14', '19', '25', '27', '29', '30']",['15']
17031,2017-03-20 21:15:00,"03,05,16,18,21,22,27|10","['03', '05', '16', '18', '21', '22', '27']",['10']
17030,2017-03-17 21:15:00,"02,11,14,20,23,26,27|15","['02', '11', '14', '20', '23', '26', '27']",['15']
17029,2017-03-15 21:15:00,"02,07,18,20,24,27,28|12","['02', '07', '18', '20', '24', '27', '28']",['12']
17028,2017-03-13 21:15:00,"01,08,12,17,23,27,28|06","['01', '08', '12', '17', '23', '27', '28']",['06']
17027,2017-03-10 21:15:00,"07,08,09,10,21,23,24|28","['07', '08', '09', '10', '21', '23', '24']",['28']
17026,2017-03-08 21:15:00,"01,04,05,10,12,18,22|27","['01', '04', '05', '10', '12', '18', '22']",['27']
17025,2017-03-06 21:15:00,"04,05,06,08,16,18,22|07","['04', '05', '06', '08', '16', '18', '22']",['07']
17024,2017-03-03 21:15:00,"03,05,13,14,19,21,25|07","['03', '05', '13', '14', '19', '21', '25']",['07']
17023,2017-03-01 21:15:00,"05,13,14,15,16,19,29|21","['05', '13', '14', '15', '16', '19', '29']",['21']
17022,2017-02-27 21:15:00,"02,03,06,08,16,26,28|30","['02', '03', '06', '08', '16', '26', '28']",['30']
17021,2017-02-24 21:15:00,"03,07,10,20,22,26,27|25","['03', '07', '10', '20', '22', '26', '27']",['25']
17020,2017-02-22 21:15:00,"03,12,15,18,20,28,29|09","['03', '12', '15', '18', '20', '28', '29']",['09']
17019,2017-02-20 21:15:00,"03,08,14,16,20,22,27|25","['03', '08', '14', '16', '20', '22', '27']",['25']
17018,2017-02-17 21:15:00,"01,03,06,09,11,12,14|02","['01', '03', '06', '09', '11', '12', '14']",['02']
17017,2017-02-15 21:15:00,"02,11,14,17,18,24,27|07","['02', '11', '14', '17', '18', '24', '27']",['07']
17016,2017-02-13 21:15:00,"03,06,08,09,12,18,20|28","['03', '06', '08', '09', '12', '18', '20']",['28']
17015,2017-02-10 21:15:00,"08,09,21,22,23,26,28|01","['08', '09', '21', '22', '23', '26', '28']",['01']
17014,2017-02-08 21:15:00,"04,05,15,16,22,26,27|19","['04', '05', '15', '16', '22', '26', '27']",['19']
17013,2017-02-06 21:15:00,"02,06,19,26,27,29,30|10","['02', '06', '19', '26', '27', '29', '30']",['10']
17012,2017-02-03 21:15:00,"07,08,10,12,14,19,25|03","['07', '08', '10', '12', '14', '19', '25']",['03']
17011,2017-01-25 21:15:00,"21,22,23,26,27,29,30|06","['21', '22', '23', '26', '27', '29', '30']",['06']
17010,2017-01-23 21:15:00,"02,04,05,13,27,29,30|01","['02', '04', '05', '13', '27', '29', '30']",['01']
17009,2017-01-20 21:15:00,"02,11,12,13,15,16,22|30","['02', '11', '12', '13', '15', '16', '22']",['30']
17008,2017-01-18 21:15:00,"02,04,08,22,24,26,27|23","['02', '04', '08', '22', '24', '26', '27']",['23']
17007,2017-01-16 21:15:00,"08,12,18,19,26,27,30|14","['08', '12', '18', '19', '26', '27', '30']",['14']
17006,2017-01-13 21:15:00,"06,10,13,15,16,25,30|08","['06', '10', '13', '15', '16', '25', '30']",['08']
17005,2017-01-11 21:15:00,"12,16,17,18,21,25,28|27","['12', '16', '17', '18', '21', '25', '28']",['27']
17004,2017-01-09 21:15:00,"02,17,20,21,23,24,25|07","['02', '17', '20', '21', '23', '24', '25']",['07']
17003,2017-01-06 21:15:00,"04,05,08,16,23,27,30|28","['04', '05', '08', '16', '23', '27', '30']",['28']
17002,2017-01-04 21:15:00,"03,07,16,19,20,22,23|27","['03', '07', '16', '19', '20', '22', '23']",['27']
17001,2017-01-02 21:15:00,"01,07,10,11,12,17,25|23","['01', '07', '10', '11', '12', '17', '25']",['23']
16154,2016-12-30 21:15:00,"03,06,10,12,14,21,27|09","['03', '06', '10', '12', '14', '21', '27']",['09']
16153,2016-12-28 21:15:00,"04,09,11,13,20,23,30|28","['04', '09', '11', '13', '20', '23', '30']",['28']
16152,2016-12-26 21:15:00,"03,07,12,18,19,28,30|05","['03', '07', '12', '18', '19', '28', '30']",['05']
16151,2016-12-23 21:15:00,"06,07,14,20,22,28,29|17","['06', '07', '14', '20', '22', '28', '29']",['17']
16150,2016-12-21 21:15:00,"14,15,17,20,21,22,26|30","['14', '15', '17', '20', '21', '22', '26']",['30']
16149,2016-12-19 21:15:00,"02,04,05,06,08,11,29|19","['02', '04', '05', '06', '08', '11', '29']",['19']
16148,2016-12-16 21:15:00,"08,13,19,22,27,28,29|30","['08', '13', '19', '22', '27', '28', '29']",['30']
16147,2016-12-14 21:15:00,"01,03,05,15,21,23,24|16","['01', '03', '05', '15', '21', '23', '24']",['16']
16146,2016-12-12 21:15:00,"12,15,18,22,24,25,30|17","['12', '15', '18', '22', '24', '25', '30']",['17']
16145,2016-12-09 21:15:00,"05,06,08,10,15,18,30|14","['05', '06', '08', '10', '15', '18', '30']",['14']
16144,2016-12-07 21:15:00,"03,12,15,17,20,24,28|25","['03', '12', '15', '17', '20', '24', '28']",['25']
16143,2016-12-05 21:15:00,"01,02,09,11,19,21,25|22","['01', '02', '09', '11', '19', '21', '25']",['22']
16142,2016-12-02 21:15:00,"02,10,12,18,23,28,30|05","['02', '10', '12', '18', '23', '28', '30']",['05']
16141,2016-11-30 21:15:00,"01,03,05,07,17,19,24|09","['01', '03', '05', '07', '17', '19', '24']",['09']
16140,2016-11-28 21:15:00,"12,14,18,21,26,28,30|22","['12', '14', '18', '21', '26', '28', '30']",['22']
16139,2016-11-25 21:15:00,"02,03,08,15,19,22,23|30","['02', '03', '08', '15', '19', '22', '23']",['30']
16138,2016-11-23 21:15:00,"01,04,05,11,20,25,26|13","['01', '04', '05', '11', '20', '25', '26']",['13']
16137,2016-11-21 21:15:00,"03,05,13,17,19,27,28|11","['03', '05', '13', '17', '19', '27', '28']",['11']
16136,2016-11-18 21:15:00,"02,04,11,22,23,26,29|25","['02', '04', '11', '22', '23', '26', '29']",['25']
16135,2016-11-16 21:15:00,"05,09,13,17,20,27,28|23","['05', '09', '13', '17', '20', '27', '28']",['23']
16134,2016-11-14 21:15:00,"14,15,16,17,20,22,28|26","['14', '15', '16', '17', '20', '22', '28']",['26']
16133,2016-11-11 21:15:00,"07,09,11,16,17,22,28|23","['07', '09', '11', '16', '17', '22', '28']",['23']
16132,2016-11-09 21:15:00,"02,04,08,10,20,27,30|14","['02', '04', '08', '10', '20', '27', '30']",['14']
16131,2016-11-07 21:15:00,"02,11,14,19,24,25,27|29","['02', '11', '14', '19', '24', '25', '27']",['29']
16130,2016-11-04 21:15:00,"02,07,11,12,13,14,17|16","['02', '07', '11', '12', '13', '14', '17']",['16']
16129,2016-11-02 21:15:00,"01,04,10,13,15,25,30|12","['01', '04', '10', '13', '15', '25', '30']",['12']
16128,2016-10-31 21:15:00,"01,04,07,08,12,13,25|20","['01', '04', '07', '08', '12', '13', '25']",['20']
16127,2016-10-28 21:15:00,"04,09,12,23,25,29,30|20","['04', '09', '12', '23', '25', '29', '30']",['20']
16126,2016-10-26 21:15:00,"01,06,11,18,28,29,30|20","['01', '06', '11', '18', '28', '29', '30']",['20']
16125,2016-10-24 21:15:00,"01,05,11,20,25,28,29|21","['01', '05', '11', '20', '25', '28', '29']",['21']
16124,2016-10-21 21:15:00,"03,04,11,13,16,19,27|18","['03', '04', '11', '13', '16', '19', '27']",['18']
16123,2016-10-19 21:15:00,"03,06,23,24,26,27,30|17","['03', '06', '23', '24', '26', '27', '30']",['17']
16122,2016-10-17 21:15:00,"01,09,14,16,17,19,21|13","['01', '09', '14', '16', '17', '19', '21']",['13']
16121,2016-10-14 21:15:00,"04,05,09,19,22,23,30|28","['04', '05', '09', '19', '22', '23', '30']",['28']
16120,2016-10-12 21:15:00,"03,04,08,13,17,19,21|29","['03', '04', '08', '13', '17', '19', '21']",['29']
16119,2016-10-10 21:15:00,"04,05,06,18,22,23,29|02","['04', '05', '06', '18', '22', '23', '29']",['02']
16118,2016-10-07 21:15:00,"05,07,10,11,18,24,27|23","['05', '07', '10', '11', '18', '24', '27']",['23']
16117,2016-10-05 21:15:00,"02,06,08,13,15,24,25|09","['02', '06', '08', '13', '15', '24', '25']",['09']
16116,2016-10-03 21:15:00,"01,10,16,20,23,25,28|30","['01', '10', '16', '20', '23', '25', '28']",['30']
16115,2016-09-30 21:15:00,"03,05,11,12,22,23,29|27","['03', '05', '11', '12', '22', '23', '29']",['27']
16114,2016-09-28 21:15:00,"01,04,17,18,25,27,30|13","['01', '04', '17', '18', '25', '27', '30']",['13']
16113,2016-09-26 21:15:00,"03,12,13,19,21,23,26|06","['03', '12', '13', '19', '21', '23', '26']",['06']
16112,2016-09-23 21:15:00,"06,07,16,22,23,26,27|01","['06', '07', '16', '22', '23', '26', '27']",['01']
16111,2016-09-21 21:15:00,"10,12,16,23,25,26,28|09","['10', '12', '16', '23', '25', '26', '28']",['09']
16110,2016-09-19 21:15:00,"01,05,09,20,23,26,30|07","['01', '05', '09', '20', '23', '26', '30']",['07']
16109,2016-09-16 21:15:00,"02,03,13,18,21,22,27|06","['02', '03', '13', '18', '21', '22', '27']",['06']
16108,2016-09-14 21:15:00,"04,05,09,14,15,17,21|12","['04', '05', '09', '14', '15', '17', '21']",['12']
16107,2016-09-12 21:15:00,"06,10,16,17,18,24,30|22","['06', '10', '16', '17', '18', '24', '30']",['22']
16106,2016-09-09 21:15:00,"04,06,17,25,26,27,29|15","['04', '06', '17', '25', '26', '27', '29']",['15']
16105,2016-09-07 21:15:00,"12,13,24,25,26,28,29|07","['12', '13', '24', '25', '26', '28', '29']",['07']
16104,2016-09-05 21:15:00,"02,07,09,18,22,26,27|19","['02', '07', '09', '18', '22', '26', '27']",['19']
16103,2016-09-02 21:15:00,"02,04,10,15,20,25,30|01","['02', '04', '10', '15', '20', '25', '30']",['01']
16102,2016-08-31 21:15:00,"01,03,10,19,21,23,28|09","['01', '03', '10', '19', '21', '23', '28']",['09']
16101,2016-08-29 21:15:00,"01,03,09,10,16,18,23|07","['01', '03', '09', '10', '16', '18', '23']",['07']
16100,2016-08-26 21:15:00,"06,09,13,14,15,19,23|18","['06', '09', '13', '14', '15', '19', '23']",['18']
16099,2016-08-24 21:15:00,"02,05,08,11,13,27,29|15","['02', '05', '08', '11', '13', '27', '29']",['15']
16098,2016-08-22 21:15:00,"05,07,08,09,12,15,16|10","['05', '07', '08', '09', '12', '15', '16']",['10']
16097,2016-08-19 15:55:48,"04,11,21,22,24,25,30|07","['04', '11', '21', '22', '24', '25', '30']",['07']
16096,2016-08-17 15:55:37,"02,07,14,18,20,21,24|23","['02', '07', '14', '18', '20', '21', '24']",['23']
16095,2016-08-15 15:55:26,"12,13,14,17,18,28,30|08","['12', '13', '14', '17', '18', '28', '30']",['08']
16094,2016-08-12 15:55:15,"09,11,13,14,18,20,28|01","['09', '11', '13', '14', '18', '20', '28']",['01']
16093,2016-08-10 15:55:04,"01,06,07,17,19,24,26|05","['01', '06', '07', '17', '19', '24', '26']",['05']
16092,2016-08-08 15:54:52,"01,03,07,11,13,18,24|08","['01', '03', '07', '11', '13', '18', '24']",['08']
16091,2016-08-05 15:54:42,"01,10,12,13,14,29,30|02","['01', '10', '12', '13', '14', '29', '30']",['02']
16090,2016-08-03 15:54:32,"03,04,06,08,13,17,18|16","['03', '04', '06', '08', '13', '17', '18']",['16']
16089,2016-08-01 15:54:13,"02,06,10,17,18,24,25|09","['02', '06', '10', '17', '18', '24', '25']",['09']
16088,2016-07-29 21:15:00,"02,08,10,13,21,24,29|16","['02', '08', '10', '13', '21', '24', '29']",['16']
16087,2016-07-27 21:15:00,"01,11,18,19,22,24,28|26","['01', '11', '18', '19', '22', '24', '28']",['26']
16086,2016-07-25 21:15:00,"02,06,07,08,10,25,29|27","['02', '06', '07', '08', '10', '25', '29']",['27']
16085,2016-07-22 21:15:00,"05,07,09,15,19,29,30|27","['05', '07', '09', '15', '19', '29', '30']",['27']
16084,2016-07-20 21:15:00,"11,14,20,21,23,27,30|17","['11', '14', '20', '21', '23', '27', '30']",['17']
16083,2016-07-18 21:15:00,"04,11,13,15,18,21,25|22","['04', '11', '13', '15', '18', '21', '25']",['22']
16082,2016-07-15 21:15:00,"04,05,06,08,16,17,30|10","['04', '05', '06', '08', '16', '17', '30']",['10']
16081,2016-07-13 21:15:00,"04,11,14,18,21,22,29|20","['04', '11', '14', '18', '21', '22', '29']",['20']
16080,2016-07-11 21:15:00,"06,07,12,14,15,16,23|01","['06', '07', '12', '14', '15', '16', '23']",['01']
16079,2016-07-08 21:15:00,"02,05,08,15,17,18,26|29","['02', '05', '08', '15', '17', '18', '26']",['29']
16078,2016-07-06 21:15:00,"06,11,16,21,24,25,30|23","['06', '11', '16', '21', '24', '25', '30']",['23']
16077,2016-07-04 21:15:00,"02,05,10,13,14,17,30|21","['02', '05', '10', '13', '14', '17', '30']",['21']
16076,2016-07-01 21:15:00,"06,08,10,13,20,29,30|07","['06', '08', '10', '13', '20', '29', '30']",['07']
16075,2016-06-29 21:15:00,"01,05,13,20,21,22,23|19","['01', '05', '13', '20', '21', '22', '23']",['19']
16074,2016-06-27 21:15:00,"01,03,04,10,19,21,27|15","['01', '03', '04', '10', '19', '21', '27']",['15']
16073,2016-06-24 21:15:00,"06,09,18,20,23,27,29|16","['06', '09', '18', '20', '23', '27', '29']",['16']
16072,2016-06-22 21:15:00,"04,05,06,08,10,11,28|30","['04', '05', '06', '08', '10', '11', '28']",['30']
16071,2016-06-20 21:15:00,"07,10,13,17,24,26,30|08","['07', '10', '13', '17', '24', '26', '30']",['08']
16070,2016-06-17 21:15:00,"06,11,12,19,24,27,28|17","['06', '11', '12', '19', '24', '27', '28']",['17']
16069,2016-06-15 21:15:00,"01,06,07,13,15,22,26|19","['01', '06', '07', '13', '15', '22', '26']",['19']
16068,2016-06-13 21:15:00,"03,05,10,12,16,19,30|20","['03', '05', '10', '12', '16', '19', '30']",['20']
16067,2016-06-10 21:15:00,"05,10,12,20,24,26,28|06","['05', '10', '12', '20', '24', '26', '28']",['06']
16066,2016-06-08 21:15:00,"02,05,09,12,15,18,27|30","['02', '05', '09', '12', '15', '18', '27']",['30']
16065,2016-06-06 21:15:00,"02,15,18,22,23,24,30|06","['02', '15', '18', '22', '23', '24', '30']",['06']
16064,2016-06-03 21:15:00,"03,08,09,10,12,19,23|15","['03', '08', '09', '10', '12', '19', '23']",['15']
16063,2016-06-01 21:15:00,"02,07,08,09,14,17,28|03","['02', '07', '08', '09', '14', '17', '28']",['03']
16062,2016-05-30 21:15:00,"04,05,07,13,18,20,26|28","['04', '05', '07', '13', '18', '20', '26']",['28']
16061,2016-05-27 21:15:00,"05,11,16,19,24,26,28|23","['05', '11', '16', '19', '24', '26', '28']",['23']
16060,2016-05-25 21:15:00,"04,06,08,17,22,24,26|14","['04', '06', '08', '17', '22', '24', '26']",['14']
16059,2016-05-23 21:15:00,"01,02,07,10,14,24,25|08","['01', '02', '07', '10', '14', '24', '25']",['08']
16058,2016-05-20 21:15:00,"05,12,13,14,18,20,29|08","['05', '12', '13', '14', '18', '20', '29']",['08']
16057,2016-05-18 21:15:00,"12,13,17,20,22,29,30|28","['12', '13', '17', '20', '22', '29', '30']",['28']
